unit_id,donation_date,expiry_date,transfusion_date,blood_group,hospital_name,hospital_department,inventory_level,daily_units_demanded,status,wastage_reason,days_in_storage,inventory_risk,shortage_flag,year,month
BBU013712,2023-03-03,2023-04-14,2023-03-27,A+,University College Hospital Ibadan,ICU,22,11,Transfused,\N,24,Medium,No,2023,March
BBU013713,2024-11-26,2025-01-07,\N,O+,Lagos University Teaching Hospital,ICU,34,21,Expired,Storage Temperature Excursion,42,Low,No,2024,November
BBU013714,2025-02-10,2025-03-24,2025-02-13,O+,National Hospital Abuja,Hematology,68,21,Transfused,\N,3,Low,No,2025,February
BBU013715,2024-06-01,2024-07-13,2024-06-08,B+,University College Hospital Ibadan,Emergency,26,17,Transfused,\N,7,Medium,No,2024,June
BBU013716,2025-08-18,2025-09-29,2025-09-08,A+,University of Port Harcourt Teaching Hospital,Emergency,15,15,Transfused,\N,21,Medium,No,2025,August
BBU013717,2025-06-15,2025-07-27,\N,O+,Aminu Kano Teaching Hospital,Emergency,80,21,Available,\N,21,Low,No,2025,June
BBU013718,2024-03-22,2024-05-03,2024-03-29,O+,National Hospital Abuja,Trauma,24,21,Transfused,\N,7,Medium,No,2024,March
BBU013719,2025-01-24,2025-03-07,2025-02-13,A+,Lagos University Teaching Hospital,ICU,30,5,Transfused,\N,20,Medium,No,2025,January
BBU013720,2023-04-15,2023-05-27,\N,B+,Aminu Kano Teaching Hospital,Emergency,11,7,Available,\N,40,Medium,No,2023,April
BBU013721,2023-02-07,2023-03-21,\N,B+,Federal Medical Centre Owerri,Surgery,35,16,Available,\N,37,Low,No,2023,February
BBU013722,2024-12-17,2025-01-28,2024-12-26,A+,National Hospital Abuja,Surgery,27,12,Transfused,\N,9,Medium,No,2024,December
BBU013723,2024-10-07,2024-11-18,2024-10-14,B+,Lagos University Teaching Hospital,Surgery,35,9,Transfused,\N,7,Low,No,2024,October
BBU013724,2025-07-08,2025-08-19,2025-07-19,A+,National Hospital Abuja,ICU,16,14,Transfused,\N,11,Medium,No,2025,July
BBU013725,2024-02-21,2024-04-03,2024-02-26,B+,Lagos University Teaching Hospital,Emergency,34,15,Transfused,\N,5,Low,No,2024,February
BBU013726,2023-03-19,2023-04-30,2023-03-30,O+,Aminu Kano Teaching Hospital,Surgery,70,12,Transfused,\N,11,Low,No,2023,March
BBU013727,2025-12-02,2026-01-13,2025-12-05,O-,Lagos University Teaching Hospital,Emergency,2,12,Transfused,\N,3,High,Yes,2025,December
BBU013728,2023-04-27,2023-06-08,2023-05-03,B+,Lagos University Teaching Hospital,Surgery,49,13,Transfused,\N,6,Low,No,2023,April
BBU013729,2024-06-24,2024-08-05,2024-07-27,AB+,Federal Medical Centre Owerri,Emergency,60,5,Transfused,\N,33,Low,No,2024,June
BBU013730,2024-08-31,2024-10-12,2024-09-07,A+,University College Hospital Ibadan,Surgery,36,5,Transfused,\N,7,Low,No,2024,August
BBU013731,2024-02-10,2024-03-23,2024-02-19,O+,Lagos University Teaching Hospital,ICU,46,12,Transfused,\N,9,Low,No,2024,February
BBU013732,2024-08-28,2024-10-09,\N,B+,Lagos University Teaching Hospital,Obstetrics,15,12,Available,\N,3,Medium,No,2024,August
BBU013733,2025-05-26,2025-07-07,2025-06-03,A+,University College Hospital Ibadan,Surgery,8,7,Transfused,\N,8,High,No,2025,May
BBU013734,2025-01-13,2025-02-24,\N,A+,Federal Medical Centre Owerri,Obstetrics,18,10,Available,\N,20,Medium,No,2025,January
BBU013735,2024-02-19,2024-04-01,\N,A+,National Hospital Abuja,ICU,50,15,Expired,Shelf Life Exceeded,42,Low,No,2024,February
BBU013736,2024-01-21,2024-03-03,2024-02-04,AB+,Lagos University Teaching Hospital,Pediatrics,31,7,Transfused,\N,14,Low,No,2024,January
BBU013737,2025-07-10,2025-08-21,2025-07-27,AB+,University of Port Harcourt Teaching Hospital,Surgery,41,3,Transfused,\N,17,Low,No,2025,July
BBU013738,2023-02-27,2023-04-10,2023-03-11,B+,Aminu Kano Teaching Hospital,Trauma,44,10,Transfused,\N,12,Low,No,2023,February
BBU013739,2023-05-22,2023-07-03,\N,A+,Federal Medical Centre Owerri,ICU,39,10,Available,\N,17,Low,No,2023,May
BBU013740,2023-03-06,2023-04-17,\N,A-,Lagos University Teaching Hospital,Emergency,14,11,Expired,Low Demand,42,Medium,No,2023,March
BBU013741,2025-07-08,2025-08-19,2025-07-15,O+,Lagos University Teaching Hospital,Emergency,59,13,Transfused,\N,7,Low,No,2025,July
BBU013742,2024-07-03,2024-08-14,2024-07-23,B-,Federal Medical Centre Owerri,Hematology,43,7,Transfused,\N,20,Low,No,2024,July
BBU013743,2023-08-21,2023-10-02,2023-09-01,O+,Lagos University Teaching Hospital,ICU,48,18,Transfused,\N,11,Low,No,2023,August
BBU013744,2024-02-23,2024-04-05,2024-03-05,O+,Lagos University Teaching Hospital,ICU,33,24,Transfused,\N,11,Low,No,2024,February
BBU013745,2023-07-31,2023-09-11,2023-08-20,A-,National Hospital Abuja,Obstetrics,9,17,Transfused,\N,20,High,Yes,2023,July
BBU013746,2023-12-02,2024-01-13,\N,A+,Lagos University Teaching Hospital,Emergency,45,11,Available,\N,41,Low,No,2023,December
BBU013747,2024-12-25,2025-02-05,2025-01-01,A+,Lagos University Teaching Hospital,Emergency,35,6,Transfused,\N,7,Low,No,2024,December
BBU013748,2023-05-05,2023-06-16,2023-05-20,B+,University College Hospital Ibadan,Trauma,32,9,Transfused,\N,15,Low,No,2023,May
BBU013749,2024-07-22,2024-09-02,2024-08-09,A+,University College Hospital Ibadan,ICU,34,18,Transfused,\N,18,Low,No,2024,July
BBU013750,2025-02-09,2025-03-23,\N,B+,National Hospital Abuja,Pediatrics,24,12,Available,\N,35,Medium,No,2025,February
BBU013751,2024-12-29,2025-02-09,2025-01-05,O+,University of Port Harcourt Teaching Hospital,Surgery,44,17,Transfused,\N,7,Low,No,2024,December
BBU013752,2023-04-08,2023-05-20,2023-05-01,AB+,University College Hospital Ibadan,Pediatrics,50,4,Transfused,\N,23,Low,No,2023,April
BBU013753,2023-04-29,2023-06-10,2023-05-11,B+,University of Port Harcourt Teaching Hospital,ICU,12,15,Transfused,\N,12,Medium,Yes,2023,April
BBU013754,2024-05-22,2024-07-03,2024-05-27,O-,University College Hospital Ibadan,Pediatrics,9,17,Transfused,\N,5,High,Yes,2024,May
BBU013755,2023-11-14,2023-12-26,\N,AB+,National Hospital Abuja,Obstetrics,37,5,Available,\N,0,Low,No,2023,November
BBU013756,2023-12-16,2024-01-27,2023-12-19,O+,Federal Medical Centre Owerri,ICU,52,25,Transfused,\N,3,Low,No,2023,December
BBU013757,2023-01-17,2023-02-28,2023-01-24,O+,Lagos University Teaching Hospital,Trauma,29,28,Transfused,\N,7,Medium,No,2023,January
BBU013758,2024-11-16,2024-12-28,2024-11-26,A+,Lagos University Teaching Hospital,Pediatrics,14,9,Transfused,\N,10,Medium,No,2024,November
BBU013759,2025-12-18,2026-01-29,2025-12-21,O-,University College Hospital Ibadan,Oncology,10,10,Transfused,\N,3,High,No,2025,December
BBU013760,2024-11-14,2024-12-26,2024-11-19,O+,University College Hospital Ibadan,Emergency,29,12,Transfused,\N,5,Medium,No,2024,November
BBU013761,2024-01-16,2024-02-27,2024-01-23,O+,University College Hospital Ibadan,Trauma,80,25,Transfused,\N,7,Low,No,2024,January
BBU013762,2023-08-30,2023-10-11,\N,O+,University College Hospital Ibadan,ICU,54,15,Expired,Contamination Detected,42,Low,No,2023,August
BBU013763,2025-12-19,2026-01-30,2025-12-23,O+,Aminu Kano Teaching Hospital,Pediatrics,22,23,Transfused,\N,4,Medium,Yes,2025,December
BBU013764,2025-12-21,2026-02-01,2026-01-04,O+,University College Hospital Ibadan,Emergency,74,18,Transfused,\N,14,Low,No,2025,December
BBU013765,2023-03-29,2023-05-10,2023-04-10,AB+,University College Hospital Ibadan,Surgery,36,3,Transfused,\N,12,Low,No,2023,March
BBU013766,2025-06-05,2025-07-17,\N,O+,Lagos University Teaching Hospital,Surgery,51,19,Available,\N,0,Low,No,2025,June
BBU013767,2024-04-05,2024-05-17,2024-04-25,B+,University College Hospital Ibadan,ICU,11,8,Transfused,\N,20,Medium,No,2024,April
BBU013768,2025-12-15,2026-01-26,\N,AB-,Aminu Kano Teaching Hospital,Obstetrics,26,5,Available,\N,6,Medium,No,2025,December
BBU013769,2025-06-01,2025-07-13,2025-06-10,O+,Federal Medical Centre Owerri,Surgery,60,27,Transfused,\N,9,Low,No,2025,June
BBU013770,2025-04-02,2025-05-14,\N,O+,Lagos University Teaching Hospital,ICU,57,16,Expired,Damaged During Handling,42,Low,No,2025,April
BBU013771,2023-05-14,2023-06-25,2023-06-06,B+,University College Hospital Ibadan,ICU,45,18,Transfused,\N,23,Low,No,2023,May
BBU013772,2023-09-09,2023-10-21,2023-09-16,O+,National Hospital Abuja,Trauma,67,12,Transfused,\N,7,Low,No,2023,September
BBU013773,2023-01-27,2023-03-10,2023-01-30,O+,University of Port Harcourt Teaching Hospital,Obstetrics,74,27,Transfused,\N,3,Low,No,2023,January
BBU013774,2025-07-27,2025-09-07,2025-08-10,A+,University of Port Harcourt Teaching Hospital,Hematology,10,14,Transfused,\N,14,High,Yes,2025,July
BBU013775,2025-09-20,2025-11-01,\N,A+,National Hospital Abuja,Trauma,26,17,Available,\N,19,Medium,No,2025,September
BBU013776,2024-12-14,2025-01-25,2024-12-16,O+,Federal Medical Centre Owerri,Oncology,79,20,Transfused,\N,2,Low,No,2024,December
BBU013777,2025-06-12,2025-07-24,2025-06-24,B+,National Hospital Abuja,Surgery,45,6,Transfused,\N,12,Low,No,2025,June
BBU013778,2024-05-21,2024-07-02,2024-06-04,O+,Lagos University Teaching Hospital,Obstetrics,52,26,Transfused,\N,14,Low,No,2024,May
BBU013779,2025-06-07,2025-07-19,2025-06-27,B+,University of Port Harcourt Teaching Hospital,Surgery,38,8,Transfused,\N,20,Low,No,2025,June
BBU013780,2024-09-17,2024-10-29,2024-10-01,O+,University College Hospital Ibadan,ICU,35,15,Transfused,\N,14,Low,No,2024,September
BBU013781,2024-10-12,2024-11-23,2024-10-20,O+,Lagos University Teaching Hospital,Emergency,67,23,Transfused,\N,8,Low,No,2024,October
BBU013782,2025-10-11,2025-11-22,2025-10-24,A+,Lagos University Teaching Hospital,Emergency,35,14,Transfused,\N,13,Low,No,2025,October
BBU013783,2025-08-03,2025-09-14,2025-08-14,O+,Lagos University Teaching Hospital,Surgery,59,17,Transfused,\N,11,Low,No,2025,August
BBU013784,2025-02-11,2025-03-25,2025-02-27,B-,University College Hospital Ibadan,Hematology,19,16,Transfused,\N,16,Medium,No,2025,February
BBU013785,2024-04-09,2024-05-21,2024-04-14,O+,University College Hospital Ibadan,Trauma,30,27,Transfused,\N,5,Medium,No,2024,April
BBU013786,2023-12-09,2024-01-20,2023-12-13,O-,Lagos University Teaching Hospital,Surgery,4,11,Transfused,\N,4,High,Yes,2023,December
BBU013787,2023-03-29,2023-05-10,2023-04-21,A-,Aminu Kano Teaching Hospital,Oncology,20,15,Transfused,\N,23,Medium,No,2023,March
BBU013788,2023-06-11,2023-07-23,2023-06-18,O+,Lagos University Teaching Hospital,ICU,56,13,Transfused,\N,7,Low,No,2023,June
BBU013789,2025-04-17,2025-05-29,2025-04-29,O+,University College Hospital Ibadan,ICU,45,22,Transfused,\N,12,Low,No,2025,April
BBU013790,2023-08-12,2023-09-23,2023-09-05,B+,Aminu Kano Teaching Hospital,Pediatrics,24,6,Transfused,\N,24,Medium,No,2023,August
BBU013791,2024-04-23,2024-06-04,2024-04-26,B+,Lagos University Teaching Hospital,Emergency,27,8,Transfused,\N,3,Medium,No,2024,April
BBU013792,2025-07-07,2025-08-18,2025-07-30,A+,National Hospital Abuja,Trauma,33,13,Transfused,\N,23,Low,No,2025,July
BBU013793,2024-04-17,2024-05-29,2024-05-06,A+,Federal Medical Centre Owerri,Surgery,17,14,Transfused,\N,19,Medium,No,2024,April
BBU013794,2025-06-28,2025-08-09,\N,A+,National Hospital Abuja,Pediatrics,32,17,Expired,Damaged During Handling,42,Low,No,2025,June
BBU013795,2023-06-25,2023-08-06,2023-07-01,O-,Lagos University Teaching Hospital,Oncology,10,18,Transfused,\N,6,High,Yes,2023,June
BBU013796,2025-06-02,2025-07-14,2025-06-25,B+,National Hospital Abuja,ICU,10,10,Transfused,\N,23,High,No,2025,June
BBU013797,2023-06-27,2023-08-08,2023-07-15,B+,University College Hospital Ibadan,ICU,45,6,Transfused,\N,18,Low,No,2023,June
BBU013798,2023-01-16,2023-02-27,\N,A+,Aminu Kano Teaching Hospital,Emergency,18,15,Expired,Inventory Overstock,42,Medium,No,2023,January
BBU013799,2024-01-17,2024-02-28,2024-01-25,O+,University College Hospital Ibadan,Obstetrics,75,19,Transfused,\N,8,Low,No,2024,January
BBU013800,2024-05-07,2024-06-18,2024-05-31,A+,Lagos University Teaching Hospital,Emergency,36,9,Transfused,\N,24,Low,No,2024,May
BBU013801,2024-03-16,2024-04-27,2024-04-05,A+,University College Hospital Ibadan,Emergency,37,8,Transfused,\N,20,Low,No,2024,March
BBU013802,2023-04-03,2023-05-15,\N,B+,Lagos University Teaching Hospital,Surgery,12,8,Available,\N,4,Medium,No,2023,April
BBU013803,2025-12-12,2026-01-23,2025-12-18,O+,University of Port Harcourt Teaching Hospital,Surgery,36,18,Transfused,\N,6,Low,No,2025,December
BBU013804,2023-06-03,2023-07-15,\N,A+,University of Port Harcourt Teaching Hospital,ICU,20,10,Expired,Damaged During Handling,42,Medium,No,2023,June
BBU013805,2025-09-13,2025-10-25,2025-09-27,O+,University of Port Harcourt Teaching Hospital,Emergency,65,15,Transfused,\N,14,Low,No,2025,September
BBU013806,2025-06-14,2025-07-26,2025-06-22,O+,Lagos University Teaching Hospital,ICU,67,16,Transfused,\N,8,Low,No,2025,June
BBU013807,2023-09-12,2023-10-24,\N,AB+,University of Port Harcourt Teaching Hospital,Emergency,19,2,Expired,Damaged During Handling,42,Medium,No,2023,September
BBU013808,2024-08-10,2024-09-21,2024-08-14,O+,Lagos University Teaching Hospital,ICU,49,24,Transfused,\N,4,Low,No,2024,August
BBU013809,2023-02-21,2023-04-04,2023-02-24,O-,Federal Medical Centre Owerri,ICU,7,11,Transfused,\N,3,High,Yes,2023,February
BBU013810,2025-08-02,2025-09-13,\N,A+,University of Port Harcourt Teaching Hospital,ICU,42,12,Expired,Low Demand,42,Low,No,2025,August
BBU013811,2024-12-05,2025-01-16,2024-12-11,O+,Federal Medical Centre Owerri,Emergency,39,15,Transfused,\N,6,Low,No,2024,December
BBU013812,2024-10-24,2024-12-05,2024-11-09,A+,University of Port Harcourt Teaching Hospital,Emergency,30,17,Transfused,\N,16,Medium,No,2024,October
BBU013813,2024-09-17,2024-10-29,2024-09-20,O+,University College Hospital Ibadan,Emergency,48,18,Transfused,\N,3,Low,No,2024,September
BBU013814,2023-07-20,2023-08-31,2023-08-09,B-,National Hospital Abuja,Obstetrics,33,13,Transfused,\N,20,Low,No,2023,July
BBU013815,2024-10-31,2024-12-12,\N,O+,Aminu Kano Teaching Hospital,Obstetrics,57,17,Expired,Storage Temperature Excursion,42,Low,No,2024,October
BBU013816,2025-04-04,2025-05-16,2025-04-27,B+,National Hospital Abuja,Surgery,22,12,Transfused,\N,23,Medium,No,2025,April
BBU013817,2023-02-08,2023-03-22,2023-03-03,A+,University College Hospital Ibadan,Surgery,8,13,Transfused,\N,23,High,Yes,2023,February
BBU013818,2025-12-06,2026-01-17,2025-12-11,O+,University College Hospital Ibadan,ICU,76,20,Transfused,\N,5,Low,No,2025,December
BBU013819,2024-02-03,2024-03-16,2024-02-09,O+,University of Port Harcourt Teaching Hospital,Surgery,22,15,Transfused,\N,6,Medium,No,2024,February
BBU013820,2025-01-19,2025-03-02,2025-01-25,A+,University College Hospital Ibadan,Surgery,38,13,Transfused,\N,6,Low,No,2025,January
BBU013821,2025-04-08,2025-05-20,2025-04-10,O+,University of Port Harcourt Teaching Hospital,ICU,43,25,Transfused,\N,2,Low,No,2025,April
BBU013822,2025-11-29,2026-01-10,2025-12-11,O+,Lagos University Teaching Hospital,Emergency,53,13,Transfused,\N,12,Low,No,2025,November
BBU013823,2024-06-25,2024-08-06,2024-07-19,A+,University of Port Harcourt Teaching Hospital,Hematology,12,13,Transfused,\N,24,Medium,Yes,2024,June
BBU013824,2023-03-19,2023-04-30,\N,O+,National Hospital Abuja,Trauma,68,16,Available,\N,18,Low,No,2023,March
BBU013825,2024-08-05,2024-09-16,\N,O+,Aminu Kano Teaching Hospital,Trauma,80,24,Available,\N,11,Low,No,2024,August
BBU013826,2025-12-15,2026-01-26,2025-12-20,B+,Lagos University Teaching Hospital,Trauma,18,11,Transfused,\N,5,Medium,No,2025,December
BBU013827,2025-08-15,2025-09-26,2025-08-28,O+,Lagos University Teaching Hospital,ICU,33,20,Transfused,\N,13,Low,No,2025,August
BBU013828,2025-02-12,2025-03-26,\N,A+,Federal Medical Centre Owerri,ICU,10,17,Expired,Contamination Detected,42,High,Yes,2025,February
BBU013829,2025-07-25,2025-09-05,2025-08-10,A+,Lagos University Teaching Hospital,Trauma,21,17,Transfused,\N,16,Medium,No,2025,July
BBU013830,2024-02-17,2024-03-30,2024-03-09,A+,Lagos University Teaching Hospital,Obstetrics,13,9,Transfused,\N,21,Medium,No,2024,February
BBU013831,2024-02-04,2024-03-17,2024-02-09,A+,Federal Medical Centre Owerri,Emergency,13,13,Transfused,\N,5,Medium,No,2024,February
BBU013832,2024-01-25,2024-03-07,2024-02-01,A+,Federal Medical Centre Owerri,Oncology,36,7,Transfused,\N,7,Low,No,2024,January
BBU013833,2024-02-17,2024-03-30,2024-02-29,AB+,Aminu Kano Teaching Hospital,Emergency,48,7,Transfused,\N,12,Low,No,2024,February
BBU013834,2024-09-17,2024-10-29,2024-09-29,O+,Aminu Kano Teaching Hospital,Surgery,41,12,Transfused,\N,12,Low,No,2024,September
BBU013835,2024-04-14,2024-05-26,2024-04-28,O+,Lagos University Teaching Hospital,ICU,20,28,Transfused,\N,14,Medium,Yes,2024,April
BBU013836,2024-04-15,2024-05-27,2024-04-27,O+,University of Port Harcourt Teaching Hospital,ICU,37,15,Transfused,\N,12,Low,No,2024,April
BBU013837,2023-06-15,2023-07-27,2023-07-03,B+,Lagos University Teaching Hospital,Obstetrics,33,9,Transfused,\N,18,Low,No,2023,June
BBU013838,2025-04-24,2025-06-05,2025-05-02,B+,Federal Medical Centre Owerri,ICU,24,14,Transfused,\N,8,Medium,No,2025,April
BBU013839,2025-09-04,2025-10-16,2025-09-14,O+,Lagos University Teaching Hospital,ICU,32,25,Transfused,\N,10,Low,No,2025,September
BBU013840,2023-07-16,2023-08-27,2023-07-29,O+,Federal Medical Centre Owerri,Emergency,33,19,Transfused,\N,13,Low,No,2023,July
BBU013841,2025-08-30,2025-10-11,\N,O+,National Hospital Abuja,ICU,61,16,Expired,Damaged During Handling,42,Low,No,2025,August
BBU013842,2023-11-27,2024-01-08,2023-12-22,B+,Lagos University Teaching Hospital,Surgery,48,12,Transfused,\N,25,Low,No,2023,November
BBU013843,2023-07-31,2023-09-11,\N,B+,Lagos University Teaching Hospital,Surgery,43,6,Available,\N,23,Low,No,2023,July
BBU013844,2024-12-08,2025-01-19,2024-12-20,O+,Lagos University Teaching Hospital,Trauma,77,18,Transfused,\N,12,Low,No,2024,December
BBU013845,2024-01-15,2024-02-26,2024-02-03,B-,Aminu Kano Teaching Hospital,Surgery,31,16,Transfused,\N,19,Low,No,2024,January
BBU013846,2025-12-31,2026-02-11,2026-01-08,B+,Lagos University Teaching Hospital,Surgery,23,5,Transfused,\N,8,Medium,No,2025,December
BBU013847,2023-06-30,2023-08-11,2023-07-18,A+,Federal Medical Centre Owerri,Obstetrics,20,11,Transfused,\N,18,Medium,No,2023,June
BBU013848,2023-05-10,2023-06-21,2023-06-02,B+,University of Port Harcourt Teaching Hospital,ICU,34,5,Transfused,\N,23,Low,No,2023,May
BBU013849,2024-05-03,2024-06-14,\N,O+,National Hospital Abuja,Pediatrics,35,28,Expired,Inventory Overstock,42,Low,No,2024,May
BBU013850,2023-05-29,2023-07-10,\N,A+,Lagos University Teaching Hospital,ICU,38,17,Expired,Contamination Detected,42,Low,No,2023,May
BBU013851,2025-07-20,2025-08-31,2025-07-24,O+,Lagos University Teaching Hospital,ICU,45,12,Transfused,\N,4,Low,No,2025,July
BBU013852,2025-11-12,2025-12-24,2025-12-04,B+,National Hospital Abuja,Trauma,39,9,Transfused,\N,22,Low,No,2025,November
BBU013853,2023-01-30,2023-03-13,2023-02-15,B+,Lagos University Teaching Hospital,Emergency,38,7,Transfused,\N,16,Low,No,2023,January
BBU013854,2024-05-28,2024-07-09,2024-05-31,O+,University of Port Harcourt Teaching Hospital,Emergency,53,28,Transfused,\N,3,Low,No,2024,May
BBU013855,2023-01-08,2023-02-19,2023-01-11,A+,National Hospital Abuja,Trauma,29,16,Transfused,\N,3,Medium,No,2023,January
BBU013856,2024-05-23,2024-07-04,2024-06-08,B-,National Hospital Abuja,Obstetrics,45,6,Transfused,\N,16,Low,No,2024,May
BBU013857,2025-09-11,2025-10-23,2025-09-19,B+,University of Port Harcourt Teaching Hospital,ICU,42,6,Transfused,\N,8,Low,No,2025,September
BBU013858,2025-12-23,2026-02-03,2026-01-02,AB-,University College Hospital Ibadan,Surgery,40,15,Transfused,\N,10,Low,No,2025,December
BBU013859,2025-06-28,2025-08-09,2025-07-08,B+,University College Hospital Ibadan,Obstetrics,47,15,Transfused,\N,10,Low,No,2025,June
BBU013860,2024-11-04,2024-12-16,2024-11-14,A+,University College Hospital Ibadan,Pediatrics,48,14,Transfused,\N,10,Low,No,2024,November
BBU013861,2023-04-29,2023-06-10,\N,A+,University of Port Harcourt Teaching Hospital,Emergency,43,7,Available,\N,11,Low,No,2023,April
BBU013862,2025-07-06,2025-08-17,2025-07-12,A+,University College Hospital Ibadan,Surgery,49,13,Transfused,\N,6,Low,No,2025,July
BBU013863,2024-07-14,2024-08-25,2024-08-06,AB+,National Hospital Abuja,Emergency,42,6,Transfused,\N,23,Low,No,2024,July
BBU013864,2024-05-26,2024-07-07,2024-06-05,A-,University of Port Harcourt Teaching Hospital,Obstetrics,45,10,Transfused,\N,10,Low,No,2024,May
BBU013865,2025-05-13,2025-06-24,\N,O+,National Hospital Abuja,ICU,57,28,Available,\N,9,Low,No,2025,May
BBU013866,2024-05-12,2024-06-23,\N,A+,Lagos University Teaching Hospital,Surgery,19,5,Available,\N,28,Medium,No,2024,May
BBU013867,2023-12-09,2024-01-20,2023-12-28,B+,National Hospital Abuja,Surgery,48,9,Transfused,\N,19,Low,No,2023,December
BBU013868,2025-04-28,2025-06-09,2025-05-05,O+,Federal Medical Centre Owerri,ICU,26,14,Transfused,\N,7,Medium,No,2025,April
BBU013869,2025-06-03,2025-07-15,2025-06-08,O+,Aminu Kano Teaching Hospital,Emergency,71,17,Transfused,\N,5,Low,No,2025,June
BBU013870,2023-04-17,2023-05-29,\N,O+,Federal Medical Centre Owerri,Obstetrics,72,24,Expired,Storage Temperature Excursion,42,Low,No,2023,April
BBU013871,2023-03-02,2023-04-13,2023-03-10,O+,Lagos University Teaching Hospital,Obstetrics,24,20,Transfused,\N,8,Medium,No,2023,March
BBU013872,2025-10-03,2025-11-14,2025-10-14,A+,Lagos University Teaching Hospital,Trauma,10,6,Transfused,\N,11,High,No,2025,October
BBU013873,2023-06-08,2023-07-20,2023-06-11,B+,Lagos University Teaching Hospital,Trauma,17,13,Transfused,\N,3,Medium,No,2023,June
BBU013874,2024-06-06,2024-07-18,2024-06-12,A+,Aminu Kano Teaching Hospital,Emergency,26,12,Transfused,\N,6,Medium,No,2024,June
BBU013875,2023-11-21,2024-01-02,2023-11-30,A+,Lagos University Teaching Hospital,Surgery,10,13,Transfused,\N,9,High,Yes,2023,November
BBU013876,2025-05-09,2025-06-20,2025-05-29,B-,National Hospital Abuja,Pediatrics,16,9,Transfused,\N,20,Medium,No,2025,May
BBU013877,2025-07-03,2025-08-14,2025-07-16,A+,Lagos University Teaching Hospital,Emergency,27,13,Transfused,\N,13,Medium,No,2025,July
BBU013878,2025-04-04,2025-05-16,\N,AB+,University College Hospital Ibadan,Surgery,26,3,Expired,Storage Temperature Excursion,42,Medium,No,2025,April
BBU013879,2025-05-21,2025-07-02,2025-05-31,A+,National Hospital Abuja,Emergency,12,12,Transfused,\N,10,Medium,No,2025,May
BBU013880,2023-09-24,2023-11-05,2023-10-19,AB+,Federal Medical Centre Owerri,ICU,43,5,Transfused,\N,25,Low,No,2023,September
BBU013881,2023-02-21,2023-04-04,\N,B+,University College Hospital Ibadan,Obstetrics,34,17,Available,\N,12,Low,No,2023,February
BBU013882,2024-11-10,2024-12-22,2024-12-05,A+,University College Hospital Ibadan,Surgery,48,6,Transfused,\N,25,Low,No,2024,November
BBU013883,2024-05-06,2024-06-17,2024-05-14,O+,Lagos University Teaching Hospital,Trauma,46,13,Transfused,\N,8,Low,No,2024,May
BBU013884,2025-01-06,2025-02-17,2025-01-11,A+,Lagos University Teaching Hospital,Obstetrics,38,9,Transfused,\N,5,Low,No,2025,January
BBU013885,2025-04-25,2025-06-06,2025-05-07,O+,Lagos University Teaching Hospital,Obstetrics,57,20,Transfused,\N,12,Low,No,2025,April
BBU013886,2024-03-25,2024-05-06,2024-04-19,A+,Lagos University Teaching Hospital,Emergency,34,11,Transfused,\N,25,Low,No,2024,March
BBU013887,2024-05-14,2024-06-25,2024-05-23,O+,Lagos University Teaching Hospital,Emergency,63,19,Transfused,\N,9,Low,No,2024,May
BBU013888,2025-01-30,2025-03-13,2025-02-14,O+,National Hospital Abuja,Hematology,46,14,Transfused,\N,15,Low,No,2025,January
BBU013889,2025-11-04,2025-12-16,2025-11-14,A+,University of Port Harcourt Teaching Hospital,Surgery,25,10,Transfused,\N,10,Medium,No,2025,November
BBU013890,2024-12-02,2025-01-13,\N,A+,University College Hospital Ibadan,ICU,38,12,Expired,Storage Temperature Excursion,42,Low,No,2024,December
BBU013891,2025-10-12,2025-11-23,2025-11-02,B+,National Hospital Abuja,Emergency,41,10,Transfused,\N,21,Low,No,2025,October
BBU013892,2023-10-10,2023-11-21,2023-10-23,B-,University College Hospital Ibadan,Hematology,47,9,Transfused,\N,13,Low,No,2023,October
BBU013893,2025-10-31,2025-12-12,2025-11-14,AB+,University College Hospital Ibadan,Obstetrics,29,5,Transfused,\N,14,Medium,No,2025,October
BBU013894,2025-11-16,2025-12-28,2025-11-25,O+,Aminu Kano Teaching Hospital,ICU,78,18,Transfused,\N,9,Low,No,2025,November
BBU013895,2024-08-20,2024-10-01,2024-09-10,B+,University of Port Harcourt Teaching Hospital,Trauma,27,13,Transfused,\N,21,Medium,No,2024,August
BBU013896,2023-12-07,2024-01-18,2023-12-29,A+,University of Port Harcourt Teaching Hospital,Trauma,20,17,Transfused,\N,22,Medium,No,2023,December
BBU013897,2025-02-11,2025-03-25,\N,B+,Lagos University Teaching Hospital,Emergency,10,9,Available,\N,8,High,No,2025,February
BBU013898,2024-07-04,2024-08-15,2024-07-06,O+,Lagos University Teaching Hospital,Emergency,37,22,Transfused,\N,2,Low,No,2024,July
BBU013899,2024-01-09,2024-02-20,2024-01-24,AB-,University College Hospital Ibadan,Oncology,30,18,Transfused,\N,15,Medium,No,2024,January
BBU013900,2025-10-13,2025-11-24,2025-10-17,O+,Lagos University Teaching Hospital,Emergency,60,13,Transfused,\N,4,Low,No,2025,October
BBU013901,2023-09-04,2023-10-16,2023-09-23,A-,Federal Medical Centre Owerri,Trauma,38,17,Transfused,\N,19,Low,No,2023,September
BBU013902,2023-12-21,2024-02-01,2024-01-04,O+,University of Port Harcourt Teaching Hospital,Trauma,59,22,Transfused,\N,14,Low,No,2023,December
